Company,Sector,PE,3Y High,3Y Low,% Assets
Hindustan Unilever,FMCG,70.25,3.01,1.89,2.98
Axis Bank,Financial,45.35,3.29,2.07,2.96
State Bank of India,Financial,30.54,3.04,2.16,2.2
Bajaj Finance,Financial,47.43,2.07,0,2.07
Maruti Suzuki India,Automobile,32.29,3.19,1.61,1.92
Indusind Bank,Financial,22.19,2.36,1.52,1.73
Asian Paints,Chemicals,65.48,1.66,1.2,1.66
Bharti Airtel,Communication,0,1.72,0.95,1.45
HCL Technologies,Technology,14.98,1.54,1.19,1.25
Titan Company,Cons Durable,83.8,1.18,0,1.15
Bajaj Finserv,Financial,34.38,1.11,0,1.11
Mahindra & Mahindra,Automobile,12.49,2.03,1.1,1.1
NTPC,Energy,10.18,1.37,1.02,1.06
Nestle India,FMCG,85.64,0.99,0,0.99
Ultratech Cement,Construction,38.2,1.29,0.87,0.99
Tech Mahindra,Technology,16.09,1.21,0.64,0.97
475. LIC MF Exchange Traded Fund - Sensex,,,,,
HDFC Bank,Financial,29.04,13.08,9.85,13.08
Reliance Industries,Energy,21.03,11.31,6.74,10.6
HDFC,Financial,34.78,9.77,8.16,8.53
Infosys,Technology,17.88,8.31,5.8,7.56
ICICI Bank,Financial,54.6,7.11,5.05,6.99
ITC,FMCG,24.06,9.38,5.51,5.6
Tata Consultancy Services,Technology,24.03,6.43,4.02,5.54
Kotak Mahindra Bank,Financial,37.49,4.91,0,4.91
Larsen & Toubro,Construction,21.91,5.11,4.14,4.56
Axis Bank,Financial,45.35,3.62,2.66,3.62
Hindustan Unilever,FMCG,70.25,3.59,2.34,3.59
State Bank of India,Financial,30.54,3.73,2.57,2.57
Bajaj Finance,Financial,47.43,2.41,0,2.41
Maruti Suzuki India,Automobile,32.29,3.87,1.9,2.27
Indusind Bank,Financial,22.19,2.85,0,2.05
Asian Paints,Chemicals,65.48,2.02,1.44,2.02
Bharti Airtel,Communication,0,1.87,1.09,1.71
HCL Technologies,Technology,14.98,1.65,0,1.49
Mahindra & Mahindra,Automobile,12.49,2.47,1.29,1.29
NTPC,Energy,10.18,1.68,1.17,1.22
Power Grid Corporation,Energy,7.05,1.78,1.05,1.14
Tech Mahindra,Technology,16.09,1.09,0,1.08
Sun Pharmaceutical Inds.,Healthcare,31.92,3.16,1.07,1.07
ONGC,Energy,6.74,2.14,0.9,1
Bajaj Auto,Automobile,18.68,1.5,0.89,0.95
476. LIC MF Index-Nifty Plan,,,,,
HDFC Bank,Financial,29.04,11.29,7.93,11.29
Reliance Industries,Energy,21.03,10.24,5.39,9.71
HDFC,Financial,34.78,8.29,6.54,7.27
Infosys,Technology,17.88,6.88,4.64,6.31
ICICI Bank,Financial,54.6,6.04,4.19,5.98
ITC,FMCG,24.06,7.63,4.69,4.77
Kotak Mahindra Bank,Financial,37.49,4.7,2.85,4.7
Tata Consultancy Services,Technology,24.03,5.42,3.29,4.69
Larsen & Toubro,Construction,21.91,4.13,3.52,3.89
Hindustan Unilever,FMCG,70.25,3.02,1.86,3.02
Axis Bank,Financial,45.35,3.28,2.05,2.95
State Bank of India,Financial,30.54,3.04,2.16,2.22
Bajaj Finance,Financial,47.43,2.02,0,2.02
Maruti Suzuki India,Automobile,32.29,3.21,1.61,1.9
Asian Paints,Chemicals,65.48,1.68,1.18,1.68
Indusind Bank,Financial,22.19,2.35,1.49,1.6
Bharti Airtel,Communication,0,1.72,0.94,1.47
HCL Technologies,Technology,14.98,1.52,1.16,1.28
Titan Company,Cons Durable,83.8,1.14,0,1.11
NTPC,Energy,10.18,1.38,0.98,1.09
Mahindra & Mahindra,Automobile,12.49,2.04,1.08,1.08
Bajaj Finserv,Financial,34.38,1.08,0,1.08
Nestle India,FMCG,85.64,1.06,0,1.06
Power Grid Corporation,Energy,7.05,1.41,0.88,0.99
Ultratech Cement,Construction,38.2,1.3,0.84,0.97
477. LIC MF Index-Sensex Plan,,,,,
HDFC Bank,Financial,29.04,13.04,9.83,13.04
Reliance Industries,Energy,21.03,11.3,6.75,10.57
HDFC,Financial,34.78,9.7,8.13,8.51
Infosys,Technology,17.88,8.3,5.81,7.55
ICICI Bank,Financial,54.6,7.14,5.06,6.96
ITC,FMCG,24.06,9.34,5.45,5.58
Tata Consultancy Services,Technology,24.03,6.46,4.01,5.55
Kotak Mahindra Bank,Financial,37.49,4.89,0,4.89
Larsen & Toubro,Construction,21.91,5.12,4.11,4.53
Axis Bank,Financial,45.35,3.61,2.63,3.61
Hindustan Unilever,FMCG,70.25,3.57,2.33,3.57
State Bank of India,Financial,30.54,3.75,2.55,2.55
Bajaj Finance,Financial,47.43,2.38,0,2.38
Maruti Suzuki India,Automobile,32.29,3.86,1.89,2.23
Indusind Bank,Financial,22.19,2.84,0,2.06
Asian Paints,Chemicals,65.48,2,1.46,2
Bharti Airtel,Communication,0,1.85,1.09,1.71
HCL Technologies,Technology,14.98,1.64,0,1.49
Mahindra & Mahindra,Automobile,12.49,2.44,1.26,1.3
NTPC,Energy,10.18,1.75,1.16,1.22
Power Grid Corporation,Energy,7.05,1.76,1.06,1.13
Tech Mahindra,Technology,16.09,1.11,0,1.1
Sun Pharmaceutical Inds.,Healthcare,31.92,3.15,1.04,1.04
ONGC,Energy,6.74,2.12,0.88,1
Bajaj Auto,Automobile,18.68,1.51,0.88,0.99
478. LIC MF Infrastructure Fund,,,,,
HDFC Bank,Financial,29.04,9.81,7.54,9.73
ICICI Bank,Financial,54.6,10.08,5.17,9.53
City Union Bank,Financial,21.81,7.13,3.28,7.13
Reliance Industries,Energy,21.03,6.89,0,6.78
The Ramco Cements,Construction,30.88,6.26,4.22,6.15
SKF India,Engineering,31.71,5.72,2.93,5.72
Bharti Airtel,Communication,0,4.59,2.67,4.59
KNR Constructions,Construction,13.59,4.73,0,3.96
Brigade Enterprises,Construction,18.82,3.87,1.37,3.87
State Bank of India,Financial,30.54,6.54,3.48,3.48
HDFC,Financial,34.78,3.72,0,3.23
Hindalco Inds.,Metals,51.04,4,0,3.2
Larsen & Toubro,Construction,21.91,4.4,2.36,3.15
Container Corp.,Services,31.26,3.05,1.69,3.05
JK Lakshmi Cement,Construction,32.19,3.82,2.54,2.78
Ultratech Cement,Construction,38.2,3.66,1.83,2.58
ACC,Construction,15.59,2.4,1.75,2.39
Sadbhav Engineering,Construction,14.48,6.33,1.91,1.91
Coal India,Energy,7.02,2.27,1.54,1.61
Indian Oil Corp.,Energy,9.68,3.24,0,1.15
Tata Consultancy Services,Technology,24.03,0.47,0,0.47
Simplex Infrastructures,Construction,2.87,1.54,0,0.16
479. LIC MF Large & Mid Cap Fund - Regular Plan,,,,,
Bajaj Finance,Financial,47.43,6.69,0,6.69
HDFC Bank,Financial,29.04,6.17,0,5.43
City Union Bank,Financial,21.81,5.58,2.46,4.99
ICICI Bank,Financial,54.6,5.09,0,4.65
Cholamandalam Invest. & Fin.,Financial,18.46,3.8,0,3.8
Bajaj Finserv,Financial,34.38,4.39,0,3.72
Infosys,Technology,17.88,3.68,0,3.68
Avenue Supermarts,Services,105.09,3.62,0,3.62
Tata Consultancy Services,Technology,24.03,5.95,0,3.5
Kotak Mahindra Bank,Financial,37.49,3.49,0,3.49
Torrent Pharmaceuticals,Healthcare,58.14,3.32,0,3.32
HDFC,Financial,34.78,4.44,0,3.3
Bata India,FMCG,65.48,3.29,0,3.24
Kansai Nerolac Paints,Chemicals,61.13,2.95,0,2.95
Tata Chemicals,Chemicals,13.09,4.92,2.83,2.9
Aditya Birla Fashion and Retail,Services,47.12,2.73,0,2.56
Voltas,Cons Durable,47.85,2.75,1.58,2.47
Reliance Industries,Energy,21.03,3.21,0,2.35
Max Financial Services,Financial,77.92,2.99,1.27,2.16
Vinati Organics,Chemicals,36.64,3.56,0.98,2.14
Brigade Enterprises,Construction,18.82,2.21,0.1,2.1
Emami,FMCG,48.45,2.25,0,2
Indian Hotels,Services,64.59,1.95,0,1.95
Info Edge (India),Services,100.66,2.4,0,1.95
Mahindra & Mahindra,Automobile,12.49,4.02,0,1.93
480. LIC MF Large Cap Fund,,,,,
HDFC Bank,Financial,29.04,9.58,6.6,9.21
Kotak Mahindra Bank,Financial,37.49,7.87,3.06,7.87
ICICI Bank,Financial,54.6,7.98,0,7.23
Bajaj Finance,Financial,47.43,6.62,0,6.62
Bajaj Finserv,Financial,34.38,6.8,0,6.45
Tata Consultancy Services,Technology,24.03,7.69,0,6.26
Infosys,Technology,17.88,6.56,1.2,6.11
HDFC,Financial,34.78,6.17,2.2,5.31
Reliance Industries,Energy,21.03,5.36,0,4.77
Avenue Supermarts,Services,105.09,4.14,0,4.14
Hindustan Unilever,FMCG,70.25,4.15,0,3.92
Maruti Suzuki India,Automobile,32.29,9.65,2.61,2.99
Titan Company,Cons Durable,83.8,2.66,0,2.65
Nestle India,FMCG,85.64,2.48,0,2.48
Mahindra & Mahindra,Automobile,12.49,4.18,0,2.42
Larsen & Toubro,Construction,21.91,4.44,1.92,2
Asian Paints,Chemicals,65.48,1.93,0,1.93
Shree Cement,Construction,53.3,2.61,1.53,1.92
Britannia Inds.,FMCG,68.74,5.47,1.56,1.61
Hindalco Inds.,Metals,51.04,3.83,0,1.37
L&T Finance Holdings,Financial,9.48,1.93,0,0.95
Ashok Leyland,Automobile,12.82,3.57,0,0.67
Torrent Pharmaceuticals,Healthcare,58.14,0.45,0,0.45
Tata Steel,Metals,4.78,0.95,0,0.43
Motherson Sumi Systems,Automobile,22.61,4.62,0.41,0.41
481. LIC MF Multicap Fund,,,,,
HDFC Bank,Financial,29.04,9.08,0,9.08
ICICI Bank,Financial,54.6,8.94,3.42,5.88
Tata Consultancy Services,Technology,24.03,6.03,0,5.71
Kotak Mahindra Bank,Financial,37.49,5.43,0,5.43
Infosys,Technology,17.88,5.72,0,4.75
Hindustan Unilever,FMCG,70.25,3.46,0,3.46
Nestle India,FMCG,85.64,3.82,0,3.31
Axis Bank,Financial,45.35,3.46,0,3.15
HDFC,Financial,34.78,4.29,0,2.89
Coromandel International,Chemicals,15.82,2.8,0,2.8
Container Corp.,Services,31.26,2.79,0,2.74
Reliance Industries,Energy,21.03,5.01,0,2.43
Tech Mahindra,Technology,16.09,6.88,0.37,1.99
Emami,FMCG,48.45,1.93,0,1.81
Mahanagar Gas,Energy,15.98,1.72,0,1.72
Ashoka Buildcon,Construction,10.46,1.76,0,1.7
L&T Infotech,Technology,19.51,2.94,0,1.65
City Union Bank,Financial,21.81,1.67,0,1.64
Transport Corporation,Services,16.67,1.77,0,1.6
Britannia Inds.,FMCG,68.74,2.61,0,1.58
Federal Bank,Financial,10.93,1.76,0,1.53
Sanofi India,Healthcare,36.43,2.05,0,1.44
Kansai Nerolac Paints,Chemicals,61.13,1.37,0,1.37
Hero Motocorp,Automobile,14.47,4.17,0,1.24
Asian Paints,Chemicals,65.48,1.48,0,1.19
482. LIC MF Tax Plan,,,,,
HDFC Bank,Financial,29.04,8.34,4.68,7.87
Bajaj Finance,Financial,47.43,5.94,0,5.85
Infosys,Technology,17.88,5.68,0.93,5.67
ICICI Bank,Financial,54.6,6.22,0,5.66
Tata Consultancy Services,Technology,24.03,5.36,0,5.08
City Union Bank,Financial,21.81,4.79,2.3,4.65
Bajaj Finserv,Financial,34.38,4.94,0,4.37
Avenue Supermarts,Services,105.09,3.91,0,3.91
Kotak Mahindra Bank,Financial,37.49,4.37,2.29,3.47
Cholamandalam Invest. & Fin.,Financial,18.46,3.35,0,3.35
Reliance Industries,Energy,21.03,4.32,0,3.34
Bata India,FMCG,65.48,2.96,0,2.96
Vinati Organics,Chemicals,36.64,3.96,2.15,2.85
Hindustan Unilever,FMCG,70.25,3.17,0,2.78
HDFC,Financial,34.78,3.06,0,2.57
Brigade Enterprises,Construction,18.82,2.54,0.71,2.54
Kansai Nerolac Paints,Chemicals,61.13,2.47,0,2.47
Tata Chemicals,Chemicals,13.09,3.7,1.96,2.38
Indian Hotels,Services,64.59,1.94,0,1.94
Max Financial Services,Financial,77.92,2.14,0,1.89
Emami,FMCG,48.45,2,0,1.8
Voltas,Cons Durable,47.85,1.51,0,1.49
Mahindra & Mahindra,Automobile,12.49,3.12,0,1.45
Aditya Birla Fashion and Retail,Services,47.12,1.43,0,1.43
Info Edge (India),Services,100.66,1.73,0,1.41
483. LIC MF Unit Linked Insurance,,,,,
HDFC Bank,Financial,29.04,9.58,7.46,9.43
Bajaj Finance,Financial,47.43,5.86,0,5.86
ICICI Bank,Financial,54.6,5.86,0,5.58
Reliance Industries,Energy,21.03,5.5,0,4.99
Kotak Mahindra Bank,Financial,37.49,4.15,2.39,4.15
Bajaj Finserv,Financial,34.38,4.44,0,4.14
Tata Consultancy Services,Technology,24.03,5.15,0,3.85
Vinati Organics,Chemicals,36.64,4.3,1.85,3.84
HDFC,Financial,34.78,4.03,0,3.5
City Union Bank,Financial,21.81,3.3,0.94,3.3
Infosys,Technology,17.88,2.95,0,2.87
Cholamandalam Invest. & Fin.,Financial,18.46,2.44,0,2.44
Brigade Enterprises,Construction,18.82,2.32,0.95,2.32
Tata Chemicals,Chemicals,13.09,2.56,1.86,2.21
Avenue Supermarts,Services,105.09,2.06,0,2.06
Mahindra & Mahindra,Automobile,12.49,2.97,0,1.86
Hindustan Unilever,FMCG,70.25,1.72,0,1.72
Maruti Suzuki India,Automobile,32.29,3.08,0,1.64
Max Financial Services,Financial,77.92,1.6,0,1.49
P&G Hygiene & Health Care,FMCG,92.33,1.16,0,1.15
Asian Paints,Chemicals,65.48,1.14,0,1.14
Hindalco Inds.,Metals,51.04,2.62,0,1.13
Exide Industries,Engineering,17.73,1.76,1.08,1.12
L&T Finance Holdings,Financial,9.48,1.19,0,0.76
Supreme Industries,Chemicals,38.16,2.27,0.65,0.73
484. Mahindra Dhan Sanchay Equity Savings Yojana - Regular Plan,,,,,
Reliance Industries,Energy,21.03,7.57,0,7.57
HDFC,Financial,34.78,6.46,0,6.46
HDFC Bank,Financial,29.04,5.74,0,5.74
ICICI Bank,Financial,54.6,6.61,0,4.07
Larsen & Toubro,Construction,21.91,3.12,0,3.12
Infosys,Technology,17.88,3.64,0,2.84
Tata Consultancy Services,Technology,24.03,2.91,0,2.68
ITC,FMCG,24.06,4.27,0,2.62
Axis Bank,Financial,45.35,2.35,0,2.23
Kotak Mahindra Bank,Financial,37.49,2.12,0,2.12
Tata Steel,Metals,4.78,2.38,0,1.54
Punjab National Bank,Financial,0,1.96,0,1.51
State Bank of India,Financial,30.54,2.71,0,1.5
Maruti Suzuki India,Automobile,32.29,3.09,0,1.31
Bank of Baroda,Financial,57.88,1.43,0,1.26
NTPC,Energy,10.18,2.22,0,1.07
Hindustan Unilever,FMCG,70.25,2.7,0,1.01
Zydus Wellness,FMCG,43.59,1.01,0,1.01
Bajaj Finserv,Financial,34.38,2.1,0,0.99
Phoenix Mills,Construction,22.61,0.82,0,0.82
Aarti Industries,Chemicals,28.32,0.8,0,0.8
Sanofi India,Healthcare,36.43,0.82,0,0.78
Petronet LNG,Energy,18.97,1.36,0,0.74
BPCL,Energy,19.29,2.09,0,0.72
Coromandel International,Chemicals,15.82,0.86,0,0.7
485. Mahindra Hybrid Equity Nivesh Yojana - Regular Plan,,,,,
Axis Bank,Financial,45.35,3.78,1.45,3.78
HDFC,Financial,34.78,3.66,1.15,3.66
Tata Consultancy Services,Technology,24.03,3.01,1.25,3.01
HDFC Bank,Financial,29.04,2.41,1.21,2.41
Larsen & Toubro,Construction,21.91,2.37,1.01,2.37
Maruti Suzuki India,Automobile,32.29,2.12,0.77,2.12
United Breweries,FMCG,69.65,1.9,0,1.9
Siemens,Engineering,57.56,1.84,0.58,1.84
Page Industries,Textiles,66.04,1.79,0.77,1.79
P&G Hygiene & Health Care,FMCG,92.33,1.6,0,1.6
Kansai Nerolac Paints,Chemicals,61.13,1.57,0.6,1.57
Bajaj Finance,Financial,47.43,1.57,0.86,1.57
Dr. Lal Pathlabs,Healthcare,58.37,1.53,0.53,1.53
Havells India,Engineering,55.86,1.51,0.62,1.51
AIA Engineering,Metals,30.22,1.49,0,1.49
Gujarat State Petronet,Energy,14.02,1.42,0.69,1.42
Whirlpool,Cons Durable,62.92,1.38,0.62,1.38
Divi's Laboratories,Healthcare,34.53,1.38,0,1.38
Eicher Motors,Automobile,26.89,1.33,0,1.33
Atul,Chemicals,26.43,1.32,0,1.32
NIIT Technologies,Technology,22.63,1.39,1.19,1.32
PVR,Services,52.87,1.29,0.9,1.29
Timken India,Engineering,35.15,1.27,0.49,1.27
Kei Industries,Engineering,21.96,1.27,0.79,1.27
Ipca Laboratories,Healthcare,22.85,1.35,0.38,1.15
486. Mahindra Mutual Fund Badhat Yojana - Regular Plan,,,,,
HDFC Bank,Financial,29.04,9.05,4.98,8.18
ICICI Bank,Financial,54.6,6.86,0,6.86
HDFC,Financial,34.78,6.55,0,4.61
Axis Bank,Financial,45.35,4.53,0,4
Larsen & Toubro,Construction,21.91,4.32,0,3.99
Reliance Industries,Energy,21.03,5.33,0,3.83
Tata Consultancy Services,Technology,24.03,3.47,0,3.47
Infosys,Technology,17.88,5.68,0,3.37
ITC,FMCG,24.06,5.56,0,3.05
Kotak Mahindra Bank,Financial,37.49,2.87,0,2.87
State Bank of India,Financial,30.54,5.52,0,2.67
Maruti Suzuki India,Automobile,32.29,2.12,0,1.91
Whirlpool,Cons Durable,62.92,1.79,0,1.79
NTPC,Energy,10.18,1.77,0,1.71
P&G Hygiene & Health Care,FMCG,92.33,2.05,0,1.56
Bajaj Finance,Financial,47.43,1.56,0,1.56
AIA Engineering,Metals,30.22,1.54,0,1.54
Colgate-Palmolive,FMCG,56.2,1.63,0,1.51
Abbott India,Healthcare,47.83,1.85,0,1.51
PVR,Services,52.87,1.53,0,1.5
HDFC Life Insurance,Financial,92.87,1.62,0,1.46
GSK Consumer Healthcare,FMCG,37.03,3.25,0,1.44
Kansai Nerolac Paints,Chemicals,61.13,1.42,0,1.42
City Union Bank,Financial,21.81,1.43,0,1.4
Divi's Laboratories,Healthcare,34.53,1.42,0,1.37
487. Mahindra Mutual Fund Kar Bachat Yojana - Regular Plan,,,,,
HDFC Bank,Financial,29.04,9.7,0,6.97
Bajaj Finance,Financial,47.43,5.74,0,5.74
ICICI Bank,Financial,54.6,8.48,0,4
Reliance Industries,Energy,21.03,5.19,0,3.78
ITC,FMCG,24.06,6.04,0,3.69
Kotak Mahindra Bank,Financial,37.49,3.52,0,3.5
Honeywell Automation,Engineering,67.09,3.26,0,3.26
HDFC,Financial,34.78,3.94,0,3.09
Siemens,Engineering,57.56,3.01,0,3.01
Larsen & Toubro,Construction,21.91,3.76,0,2.93
Marico,FMCG,43.43,3.12,0,2.8
ACC,Construction,15.59,3,0,2.74
Grindwell Norton,Metals,40.54,2.7,0,2.63
Nestle India,FMCG,85.64,2.58,0,2.56
State Bank of India,Financial,30.54,5.82,0,2.31
SKF India,Engineering,31.71,2.52,0,2.29
GAIL,Energy,9.59,2.91,0,2.29
Oracle Fin Ser Software,Technology,19.26,3.13,0,2.25
ABB,Engineering,81.98,2.33,0,2.15
Bajaj Auto,Automobile,18.68,2.98,0,2.09
P&G Hygiene & Health Care,FMCG,92.33,2.1,0,2.07
GSK Consumer Healthcare,FMCG,37.03,2.12,0,2.06
Colgate-Palmolive,FMCG,56.2,2.39,0,1.92
Pfizer,Healthcare,33.36,2.11,0,1.9
Ultratech Cement,Construction,38.2,1.85,0,1.85
488. Mahindra Pragati Bluechip Yojana - Regular Plan,,,,,
GSK Consumer Healthcare,FMCG,37.03,5.08,3.61,4.92
Siemens,Engineering,57.56,4.55,2.81,4.55
SBI Life Insurance Company,Financial,80.59,4.74,3.88,4.39
Kotak Mahindra Bank,Financial,37.49,4.57,2.66,4.36
Bajaj Finance,Financial,47.43,4.2,0,4.2
Bajaj Holdings & Inv,Financial,13.56,4.44,0,4.14
Godrej Consumer Products,FMCG,31.17,3.96,0,3.96
Thermax,Engineering,39.88,4.31,0,3.9
ITC,FMCG,24.06,4.45,3.08,3.9
Petronet LNG,Energy,18.97,4.35,0,3.9
Container Corp.,Services,31.26,3.84,0,3.84
Reliance Industries,Energy,21.03,4.11,3.4,3.84
Ultratech Cement,Construction,38.2,4.43,2.66,3.75
HDFC Bank,Financial,29.04,4.33,3.08,3.68
Tata Consultancy Services,Technology,24.03,4.33,3.63,3.63
Larsen & Toubro,Construction,21.91,4.5,2.53,3.57
Pfizer,Healthcare,33.36,4.02,0,3.56
Dr. Reddy's Lab,Healthcare,21.78,3.7,0,3.43
HDFC,Financial,34.78,4.5,3.42,3.42
Ambuja Cements,Construction,15.77,3.9,2.35,3.41
Bajaj Auto,Automobile,18.68,4.4,2.9,3.39
ICICI Bank,Financial,54.6,3.34,0,3.25
Indusind Bank,Financial,22.19,3.91,2.37,3.19
Ashok Leyland,Automobile,12.82,3.85,0,3.17
United Breweries,FMCG,69.65,4.19,1.62,3.11
489. Mahindra Rural Bharat And Consumption Yojana - Regular Plan,,,,,
ITC,FMCG,24.06,4.81,0,4.81
Bata India,FMCG,65.48,4.72,0.88,4.72
Shree Cement,Construction,53.3,4.39,0,4.14
MRF,Automobile,24.69,4.12,1.13,4.12
Hero Motocorp,Automobile,14.47,4.13,0,4.08
Britannia Inds.,FMCG,68.74,4.04,0,4.04
GSK Consumer Healthcare,FMCG,37.03,4.08,0,4.04
Larsen & Toubro,Construction,21.91,4.04,1.2,4.04
Bajaj Auto,Automobile,18.68,4.07,0.92,4.03
Pidilite Industries,Chemicals,68.83,4.02,0.98,3.96
VST Industries,FMCG,24.9,3.87,0,3.87
State Bank of India,Financial,30.54,5.01,0,3.71
Johnson Controls - Hitachi Air Conditioning India,Cons Durable,56.84,3.6,0,3.55
ABB,Engineering,81.98,3.78,0,3.53
Gruh Finance,Financial,52.02,3.39,0,3.32
Tata Chemicals,Chemicals,13.09,3.8,0,3.23
M&M Financial Services,Financial,16.78,4.2,0.38,3.15
United Breweries,FMCG,69.65,3.37,0,2.96
Cholamandalam Invest. & Fin.,Financial,18.46,2.97,0.66,2.96
SKF India,Engineering,31.71,3.34,0,2.95
Tamil Nadu Newsprint,FMCG,8.81,2.88,0,2.88
Whirlpool,Cons Durable,62.92,2.86,0,2.86
Wabco India,Automobile,44.15,3.5,0.13,2.83
Bajaj Finance,Financial,47.43,2.81,0,2.81
TTK Prestige,Cons Durable,44.49,3.06,0,2.79
490. Mahindra Unnati Emerging Business Yojana - Regular Plan,,,,,
Bajaj Finance,Financial,47.43,4.99,0.79,4.99
Honeywell Automation,Engineering,67.09,3.54,0,3.54
Jubilant FoodWorks,Services,63.69,3.07,0.92,3.07
Whirlpool,Cons Durable,62.92,2.91,1.28,2.91
Godrej Properties,Construction,77.52,2.88,1.46,2.88
Thermax,Engineering,39.88,2.66,0,2.55
Kotak Mahindra Bank,Financial,37.49,2.55,1.12,2.54
Sundaram Finance,Financial,15.99,2.7,0,2.52
Atul,Chemicals,26.43,2.51,0,2.51
The Ramco Cements,Construction,30.88,2.6,0,2.47
ICICI Bank,Financial,54.6,2.61,0,2.45
Grindwell Norton,Metals,40.54,2.56,0,2.44
Supreme Industries,Chemicals,38.16,2.55,1.67,2.38
Cholamandalam Invest. & Fin.,Financial,18.46,3.13,1.86,2.36
P&G Hygiene & Health Care,FMCG,92.33,2.24,1.58,2.24
MRF,Automobile,24.69,2.24,1.12,2.24
Gillette,FMCG,100.04,2.44,0,2.19
3M India,Services,79.1,2.27,1.56,2.12
Tata Chemicals,Chemicals,13.09,2.21,0,2.06
ABB,Engineering,81.98,2.66,0,2.02
ACC,Construction,15.59,2.09,0,1.98
Wabco India,Automobile,44.15,2.1,1.69,1.94
Endurance Technologies,Automobile,26.42,1.99,0.8,1.92
AIA Engineering,Metals,30.22,1.87,1.21,1.87
Indusind Bank,Financial,22.19,2.05,0,1.85
491. Mirae Asset Emerging Bluechip Fund - Regular Plan,,,,,
HDFC Bank,Financial,29.04,7.08,0,7.08
ICICI Bank,Financial,54.6,6.27,3.15,6.23
State Bank of India,Financial,30.54,4.02,0,4.02
Axis Bank,Financial,45.35,4.52,0,3.69
Reliance Industries,Energy,21.03,4.97,0,3.64
Voltas,Cons Durable,47.85,3.31,1.72,3.24
Indusind Bank,Financial,22.19,3.91,0,2.97
Larsen & Toubro,Construction,21.91,2.8,0,2.8
Page Industries,Textiles,66.04,2.44,0,2.44
Max Financial Services,Financial,77.92,2.35,0,2.35
Tata Consultancy Services,Technology,24.03,2.3,0,2.3
ITC,FMCG,24.06,2.22,0,2.22
Tata Steel,Metals,4.78,3.7,1.65,2.2
Tata Global Beverages,FMCG,41.99,4.42,0.93,2.18
Vinati Organics,Chemicals,36.64,2.76,1.41,2.17
Infosys,Technology,17.88,2.83,0,2.12
Gujarat State Petronet,Energy,14.02,2.13,0,2.11
Balkrishna Industries,Automobile,22.05,2.03,0,2.03
Aditya Birla Fashion and Retail,Services,47.12,2.29,0,1.92
Maruti Suzuki India,Automobile,32.29,2,0,1.89
Dr. Lal Pathlabs,Healthcare,58.37,1.82,0,1.79
NTPC,Energy,10.18,1.8,0,1.64
HPCL,Energy,9.19,3.67,0.6,1.62
Ajanta Pharma,Healthcare,22.13,1.84,0,1.6
Kotak Mahindra Bank,Financial,37.49,4.98,1.45,1.57
492. Mirae Asset Equity Savings Fund - Regular Plan,,,,,
Reliance Industries,Energy,21.03,7.42,1.44,7.22
HDFC Bank,Financial,29.04,5.94,2.6,5.94
HDFC,Financial,34.78,5.87,0.9,5.87
Dabur India,FMCG,56.47,5.42,0.3,5.42
ICICI Bank,Financial,54.6,5.18,1.74,5.13
Tata Consultancy Services,Technology,24.03,5.12,1.27,5.12
United Breweries,FMCG,69.65,4.49,0,3.98
Hindustan Unilever,FMCG,70.25,3.81,0.19,3.81
Axis Bank,Financial,45.35,3.23,1.61,3.16
Wipro,Technology,14.63,2.98,0,2.98
ITC,FMCG,24.06,4.48,1.1,2.75
Max Financial Services,Financial,77.92,2.03,0.31,2.03
Larsen & Toubro,Construction,21.91,5.48,0.88,1.69
State Bank of India,Financial,30.54,2.75,1.02,1.65
Tata Motors DVR,Automobile,-,2.63,0,1.61
Sun Pharmaceutical Inds.,Healthcare,31.92,4.85,0.74,1.59
Kotak Mahindra Bank,Financial,37.49,4.37,0.73,1.44
Infosys,Technology,17.88,5.53,1.32,1.32
Maruti Suzuki India,Automobile,32.29,4.49,0.88,1.18
Torrent Pharmaceuticals,Healthcare,58.14,1.39,0.03,1.11
Indusind Bank,Financial,22.19,1.38,0.83,1.11
Tata Steel,Metals,4.78,6.02,0.76,0.98
MindTree,Technology,19.15,0.97,0,0.95
Coal India,Energy,7.02,1.35,0.62,0.95
Page Industries,Textiles,66.04,0.98,0,0.88
493. Mirae Asset Focused Fund - Regular Plan,,,,,
HDFC Bank,Financial,29.04,7.29,6.54,7.29
ICICI Bank,Financial,54.6,6.47,5.58,6.47
State Bank of India,Financial,30.54,4.55,3.9,4.43
Reliance Industries,Energy,21.03,4.42,3.64,4.23
Infosys,Technology,17.88,4.7,3.94,3.94
Larsen & Toubro,Construction,21.91,3.89,2.59,3.89
Britannia Inds.,FMCG,68.74,3.92,2.5,3.83
Maruti Suzuki India,Automobile,32.29,3.78,3.22,3.4
Max Financial Services,Financial,77.92,3.14,2.76,3.14
L&T Infotech,Technology,19.51,3.54,2.95,3.12
Indusind Bank,Financial,22.19,3.48,3,3.09
HPCL,Energy,9.19,3.07,2.73,3.07
Syngene International,Healthcare,39.24,3.07,2.34,3.07
Torrent Pharmaceuticals,Healthcare,58.14,3.48,2.85,2.85
Gujarat State Petronet,Energy,14.02,2.84,2.05,2.74
Kansai Nerolac Paints,Chemicals,61.13,2.87,1.91,2.72
Eicher Motors,Automobile,26.89,2.89,2.14,2.57
Dabur India,FMCG,56.47,3.21,2.48,2.48
